company,education,experience,industry,jobdescription,jobid,joblocation_address,jobtitle,numberofpositions,payrate,postdate,site_name,skills,uniq_id
NeoGrowth Credit Private Limited,"UG: Any Graduate PG:Any Postgraduate Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required",3 - 6 yrs,Banking / Financial Services / Broking,"Job Description   Send me Jobs like this Roles: Understanding the product offering clearly Ability to explain the product to the merchants and Ability to handle sales calls independently Ability to handle and manage local sales promotions Achieving targeted loan disbursements. Respons ible for smooth flow of process relating to credit and operations. To build a profitable portfolio. Skills and Competencies : Strong customer focus Strong commercial and business acumen Knowledge of financial services industry Good communication and \'people skills\' Salary: Not Disclosed by Recruiter Industry: Banking / Financial Services / Broking Functional Area: Sales , Retail , Business Development Role Category:Retail Sales Role:Sales/Business Development Manager Desired Candidate Profile Education- UG: Any Graduate PG:Any Postgraduate Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required Please refer to the Job description above Company Profile: NeoGrowth Credit Private Limited NeoGrowth Credit Private Limited is a non-deposit taking and non-systemically important NBFC registered with RBI. We have found a niche in the lending business targeting small and medium sized retailers who find it difficult to get financed by traditional financial institutions. The loan offering is quite unique in terms of its parameters such as monetisation of future cash flows from payment cards swiped on Point-of-Sale terminal, flexibility in repayment, and partnership spirit. Download PPT Photo 1   View Contact Details",280515501666,Bengaluru/Bangalore,Associate Manager – Customer Acquisition,,Not Disclosed by Recruiter,2016-01-29 14:08:11 +0000,,Sales,621eb988d30dd35a5c3bd2c7c13626ed
Institute for Stem Cell Biology and Regenerative Medicine,"UG: Any Graduate PG:Any Postgraduate Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required",2 - 7 yrs,Education / Teaching / Training,"Job Description   Send me Jobs like this We are recruiting experienced scientists, preferably with technical and managerial expertise to be managers of each of the following integrated research fields: 1) disease modelling using human pluripotent stem cells, 2) novel rodent behavioural paradigms, 3) in vivo and in vitro electrophysiology and imaging and 4) synaptic and circuit modelling. The prescribed qualification/experience is Ph.D or Masters in Engineering along with appropriate research experience Salary: Not Disclosed by Recruiter Industry: Education / Teaching / Training Functional Area: Teaching , Education , Training , Counselling Role Category:Other Role:Fresher Keyskills CHIEF TECHNOLOGIST Desired Candidate Profile Education- UG: Any Graduate PG:Any Postgraduate Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required Please refer to the Job description above Company Profile: Institute for Stem Cell Biology and Regenerative Medicine The Institute for Stem Cell Biology and Regenerative Medicine (inStem), is a state-of-the-art research institute in Bangalore, India, dedicated to the study of stem cell and regenerative biology.An autonomous institute funded by the Dept of Biotechnology, Govt. of India, inStem emphasizes collaborative research in stem cell biology. inStems mandate to allow this cross-disciplinary, multi-pronged approach to research, straddles the divide between clinical and laboratory research in stem cell biology. In trying to answer intractable and challenging questions that face the field, inStem seeks to rewrite the paradigm of the research institute: without barriers and across disciplines. Download PPT Photo 1   View Contact Details",270515500240,Bengaluru/Bangalore,CHIEF TECHNOLOGIST,,Not Disclosed by Recruiter,2016-01-29 14:08:11 +0000,,Teaching,a2a1c93dbf234c94754a601c0cfa164f
Tagknot Consulting & Solutions,"UG: Any Graduate PG:Any Postgraduate Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required",2 - 8 yrs,Other,"Job Description   Send me Jobs like this Company Description Our client is the  world's  largest electronics recycler.  In the APAC region,   they  own  10 electronics recycling  operations in Australia, India, New Zealand and Singapore . Our client also services organizations in a number of other Asian Pacific countries including China and Malaysia. Job Description Min. 4- 5 years of experience, preferably from a service industry and experience in brand building and marketing initiatives will be an added advantage   (FEMALE) Banaglore location Qualifications Any UG/PG Additional Information     I'm interested Salary: Not Disclosed by Recruiter Industry: Other Functional Area: Sales , Retail , Business Development Role Category:Corporate Sales Role:Client Servicing/Key Account Manager Keyskills operations brand building industry malaysia ug customer relationship manager new zealand marketing initiatives and marketing client Desired Candidate Profile Education- UG: Any Graduate PG:Any Postgraduate Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required Please refer to the Job description above Company Profile: Tagknot Consulting & Solutions Tagknot Consulting & Solutions Download PPT Photo 1   View Contact Details",271115501489,Bengaluru/Bangalore,Customer Relationship Manager,,Not Disclosed by Recruiter,2016-01-29 14:08:12 +0000,,Sales,759c591b2993a35bfcdc17a75e21e8b7
Dexterity Technologies,"UG: Any Graduate PG:Any Postgraduate Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required",8 - 13 yrs,IT-Software / Software Services,"Job Description   Send me Jobs like this The Data Architecture Lead helps ensure that common data architecture strategies are implemented consistently in projects to support proper data management. To do so, the Data Architecture Lead creates project data blueprints under the direction of the Functional / Data Architecture Manager. This includes sharing and integrating data among projects, documenting data flows into and from systems, and paying attention to the application of appropriate data stores and access approaches for transactional, reporting and analytical environments. This role supports, resolves, and documents data issues that arise in projects data architecture. This may include reviewing data base designs and recommending performance and usability improvements (under supervision of the Functional / Data Architecture Manager) Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming , Maintenance Role Category:Programming & Design Role:Software Developer Keyskills Data Architecture Desired Candidate Profile Education- UG: Any Graduate PG:Any Postgraduate Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required Please refer to the Job description above Company Profile: Dexterity Technologies Dex Tek is a customer focused and technology-driven company, providing product engineering and enterprise software/application development services that help clients in crafting holistic value for their software development efforts.We are passionate about technology and applying it to make the products better and deliver overall value. Our passion for what we do flows through each member of our organization and it plays an important role in the way we perform business.Our 20 years of proven track record of honesty, smart and consistent work practices, comprehensive service offerings and total commitment to client needs has enabled us to successfully exceed our clients expectations and execute more than 3,500 projects till date. We offer customer-friendly and flexible project approaches, ensuring long-term partnerships with all our clients. Download PPT Photo 1   View Contact Details",260515501410,"Bengaluru/Bangalore , Chennai , Mumbai , Pune",Data Architecture,,Not Disclosed by Recruiter,2016-01-29 14:08:12 +0000,,IT Software - Application Programming,eac4a4b35e88d1d1e1ae57d3b1af4e1b
Amber Road,"UG: B.Tech/B.E. PG:Post Graduation Not Required Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required",3 - 5 yrs,IT-Software / Software Services,"Job Description   Send me Jobs like this General Description: The Software Engineer is responsible for performing a wide range of complex activities related to the support and operation of the Customer Support Center, which provides support to a worldwide customer base. This includes monitoring and supporting production systems, message flows and working with customers to troubleshoot and resolve issues based upon defined service levels. This position will assist other team members address complex issues or questions. The Software Engineer will report to the Lead Engineer. Responsibilities: Maintains in-depth understanding of all Amber Road systems, customer business scenarios, internal processes and organization structuresProvides business and technical to customers and trading partners from issue conception to resolutionMonitors, manages and resolves customer requests via case management software in accordance with service level agreementsEffectively communicates high severity issues to peers and managementAnalyzes problems in software, hardware and network environments Required Qualification, Knowledge & Abilities: Education: BE or B tech or ME or M tech in computer science or related field Minimum 1 - 2 years\' experience in application support Minimum 2 - 4 years\' experience with web based applications Minimum 2 - 4 years\' experience with relational databases Experience with technical integration including data exchange, application configuration and software installation Strong technical expertise on Java/J2EE technologies Strong technical experience with oracle relational databases in writing simple to complex SQL query\'s Proficient in the following operating environments: UNIX, MS Windows Proficient with the following software tools: MS Word, MS Excel, MS PowerPoint, MS Outlook Possess superior customer service skills, including follow-up and case management directly with customers Strong business analysis skills Must be comfortable in a fast-paced, team environment and able to take initiative and make important decisions quickly Ability to work on multiple complex tasks concurrently Strong written and oral communications skills (including technical writing) Keep track of multiple concurrent tasks and deliverables Strong organizational and time management skills are essential to meet deadlines Keep current on product changes Ability to multiple levels of communications at varying levels of detail Desired experience Application servers, i.e. WebLogic, WebSphere or Oracle AS Global trade management domain experience - focusing on compliance Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming , Maintenance Role Category:Programming & Design Role:Software Developer Keyskills Software Engineer Desired Candidate Profile Education- UG: B.Tech/B.E. PG:Post Graduation Not Required Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required Please refer to the Job description above Company Profile: Amber Road Amber Road is a leading provider of on-demand Global Trade Management (GTM) solutions. Our GTM solutions automate import and export processes to enable goods to flow unimpeded across international borders in the most efficient, compliant and profitable way. Our solutions use a combination of enterprise-class software, intelligent trade content, and a global trade network that connects supply chain participants such as importers, exporters, freight forwarders, customs brokers and transportation carriers Download PPT Photo 1   View Contact Details",280515504875,Bengaluru/Bangalore,Software Engineer,,Not Disclosed by Recruiter,2016-01-29 14:08:12 +0000,,IT Software - Application Programming,af241c8f966d780f29be0dff7be19ad1
Kingston Info Solution,"UG: Any Graduate PG:Any Postgraduate Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required",3 - 4 yrs,Strategy / Management Consulting Firms,"Job Description   Send me Jobs like this EMC DMX and VMAX hands on experience and good troubleshooting skills 2. Must know performance monitoring of all DMX and VMAX array using Symmetrix performance Analyzer or unisphere for vmax 3. EMC Celerra, Clariion, VNX hands on experience 4. Good troubleshooting knowledge on end to end connectivity from host to storage array 5. Monitoring ECC and NBU Console 6. Storage provisioning and storage reclaim 7. Vendor Co-ordination 8. Tape Handlers support 9. Audit related work 10. Back up policies/scheduling 11. Storage inventory 12. NetBackup 7.1 and 7.5 13. EMC Avamar 14. Knowledge on EMC Data Domain and IBM Tape library Salary: Not Disclosed by Recruiter Industry: Strategy / Management Consulting Firms Functional Area: IT Software - Application Programming , Maintenance Role Category:Other Role:Fresher Keyskills EMC EMC Storage Symantec Netbackup Desired Candidate Profile Education- UG: Any Graduate PG:Any Postgraduate Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required Please refer to the Job description above Company Profile: Kingston Info Solution Kingston Info Solution was founded in 1999 in Silicon Valley of India Bangalore; Kingston Info Solution is the leading provider of IT Staffing Services providing solutions to customers in addressing their complex hiring issues while keeping the cost to minimal. Kingston Info Solution is today widely regarded as the fastest growing IT Staffing Services Company. Download PPT Photo 1   View Contact Details",260515501914,Bengaluru/Bangalore,EMC/EMC Storage / Symantec Netbackup,,Not Disclosed by Recruiter,2016-01-29 14:08:12 +0000,,IT Software - Application Programming,2e69dddd754bbf16d079327dd7f8fb09
Speed Jobs Consultancy,"UG: Any Graduate PG:Any Postgraduate Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required",12 - 16 yrs,Strategy / Management Consulting Firms,"Job Description   Send me Jobs like this Desired Skills and Experience (Relevant experience the person must have) Proven track record with a minimum of 12 years in IT infrastructure consulting/ solution with strong architectural background in End User Services - Service Desk, Desk Side, Mobility, End point Security, Unified Communication, User Provisioning and access management, VDI management, Image management, End Client Platform migration and service management. Proven track record in managing and executing complex projects. 3.Mu lti discipline knowledge and experience in IT Infrastructure components and technology 4.Ab ility to provide holistic, right fit and right size solution that addresses scalability, availability and security requirements by using mechanisms such as automation, virtualization, consolidation, DR strategy including backup and storage strategy. 5.Ex perience in IT Architecture and IT service Management. 6. Experience in developing technical solutions and providing reference architectures 7. Experience in handling Vendors starting from Identification, establishing relationship and partnership, drafting agreements and financial management 8.Ex posure to service delivery frameworks and models, service level management , Quality initiatives and Continuous Service improvements Salary: Not Disclosed by Recruiter Industry: Strategy / Management Consulting Firms Functional Area: IT Software - Application Programming , Maintenance Role Category:Other Role:Fresher Keyskills End User Services-Manager Solution Desired Candidate Profile Education- UG: Any Graduate PG:Any Postgraduate Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required Please refer to the Job description above Company Profile: Speed Jobs Consultancy Speed jobs started from June 2008.It was founded by Mr.Venkatesh Babu its basically partnership firm.We have corporate office at Bangalore and branches office at Hyderabad. We take great pride in offering professional recruitment and management consultancy services for all your staffing needs.We have specialized team in: Download PPT Photo 1   View Contact Details",260515503127,Bengaluru/Bangalore,End User Services-Manager Solution,,Not Disclosed by Recruiter,2016-01-29 14:08:12 +0000,,IT Software - Application Programming,cdb58dd7c526b45e867919dc27d666b6
Directing IT Systems Pvt. Ltd.,"UG: B.Tech/B.E. PG:Post Graduation Not Required Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required",2 - 5 yrs,IT-Software / Software Services,"Job Description   Send me Jobs like this Our client is a MNC who is headquartered in London and has worldwide presence. They are the leader in financial print, data room and media services in UK. They are recruiting Software Test Engineer(s) for their Chennai office. Software Testing Engineer – (2 – 5 years experience) - Experience in Automation & Performance testing / Load testing is mandatory - Analyze and understand software requirements; ensure Business and Functional Requirements are thorough, accurate, and testable - In addition to the current QA program analyse, design and modify comprehensive test plans and test cases to ensure that all business needs are met. - Running manual tests during unit, system, integration, user acceptance and performance test phases - Identifying new test cases and scenarios that will be used for testing - Establishing improved test automation scripts, using most appropriate toolset in line with strategy. - Prepare all documentation for test strategy, test plans, test estimates, test cases, test scripts. - Manage the working relationship between the QA team, the development team, the QA environment team and the business partners Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming , Maintenance Role Category:Programming & Design Role:Software Developer Keyskills Software Test Engineer Desired Candidate Profile Education- UG: B.Tech/B.E. PG:Post Graduation Not Required Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required Please refer to the Job description above Company Profile: Directing IT Systems Pvt. Ltd. At Directing IT we offer affordable technology consulting services to small and medium enterprises. Our goal is to enable even the smallest of institution with the right technology thus making them more efficient. We focus on aligning the IT Strategy with the Business Strategy. Download PPT Photo 1   View Contact Details",260515502617,Bengaluru/Bangalore,Software Test Engineer,,Not Disclosed by Recruiter,2016-01-29 14:08:12 +0000,,IT Software - Application Programming,bd3d44a75821bda7a9bbaf50cc83fb55
Truechip Solutions Pvt. Ltd,"UG: B.Tech/B.E. PG:Any Postgraduate Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required",6 - 9 yrs,BPO / Call Centre / ITES,"Job Description   Send me Jobs like this Core Competencies: Worked on SOC level test bench and verification environment Testbench architecture, coding and good understanding of design issues in RTL Test bench generation, test vector creation, simulations, gate level simulations Hands on with System Verilog and Assertion based verification methodology At least 3years of experience on HVL (System Verilog, Vera, Specman, E, VMM, OVM, UVM) Should be able to work independently and able to guide other team members Should have lead a team of 5 or more engineers for at least 1-2 yrs Should have experience with Verilog and popular EDA simulation, SV assertions & test bench methodologies. Experience in developing complex test bench in System Verilog using OVM/UVM methodology Worked on protocols like AMBA AHB/AXI, MIPI, PCI Express, SATA, USB3, USB2& Ethernet. Experience on formal verification Excellent written and oral communication skills are necessary. Added Advantage: Knowledge of RTL coding styles Low power verification (UPF/CPF) would be an added plus Experience on System C would be an added plus Salary: Not Disclosed by Recruiter Industry: BPO / Call Centre / ITES Functional Area: IT Software - Application Programming , Maintenance Role Category:Programming & Design Role:Team Lead/Technical Lead Keyskills Lead Verification Engineer Desired Candidate Profile Education- UG: B.Tech/B.E. PG:Any Postgraduate Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required Please refer to the Job description above Company Profile: Truechip Solutions Pvt. Ltd Truechip is a leading provider of Design and Verification solutions which help you accelerate your design, lowering the cost and the risks associated with the development of your ASIC, FPGA and SoC.Truechip is a privately held company, with a global footprint, and a strong and experienced leadership. Download PPT Photo 1   View Contact Details",280515505414,"Bengaluru/Bangalore , Delhi/NCR",Lead Verification Engineer,,Not Disclosed by Recruiter,2016-01-29 14:08:12 +0000,,IT Software - Application Programming,11fa452a0ccb8c4ff45b216028b95e6c
Nanochip Solutions Pvt. Ltd,"UG: B.Tech/B.E. PG:M.Tech Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required",0 - 1 yrs,IT-Software / Software Services,"Job Description   Send me Jobs like this Job Description : Desired Knowledge: Good understanding of Digital design and timing concepts, ASIC Flow, Full custom flow. IC fabrication techniques, Designing using Verilog, Verilog for verification, Exposure to Synthesis and DFT. APR flow and Physical Verification and parasitic Extractions. Desired skills : Candidates who have completed their PG/Advanced Diploma from reputed centers, engineers who have Done UG/PG projects in VLSI or Embedded Systems will be given a preference. Other Skills : Excellent communication skills, team player, professional work ethics, knowledge of EDA tools from Cadence, Mentor Graphics And or Synopsys. Perl/Shell Programming. Working knowledge of Linux is highly desirable. Such experience from reputed finishing Schools is recognized Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: IT Software - Embedded , EDA , VLSI , ASIC , Chip Design Role Category:Programming & Design Role:Team Lead/Technical Lead Keyskills linux perl verilog asic physical design vlsi dft synthesis physical verification synopsys Desired Candidate Profile Education- UG: B.Tech/B.E. PG:M.Tech Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required Please refer to the Job description above Company Profile: Nanochip Solutions Pvt. Ltd Welcome to Nanochip Solutions Pvt. Ltd. Your one stop shop for highly skilled professionals with expertise on Analog, Digital ASIC , AMS Design & and Embedded design methodologies. Our engineers are thorough professionals with good work ethics and a deep rooted desire to help you with your technology needs. Nanochip Solutions Pvt. Ltd. Is a technology service provider in the area of VLSI and Embedded Systems. Our thrust areas are Telecommunications, Renewable Energy, DSP, Consumer Electronics, Multimedia and gaming, Medical Electronics and other emerging technologies Download PPT Photo 1   View Contact Details",260815500858,"Bengaluru/Bangalore , Bengaluru / Bangalore",Physical Design Engineer,,Not Disclosed by Recruiter,2016-01-29 14:08:12 +0000,,IT Software - Embedded,c8ad609e65031ffe8d43b1ae8792cb26
Augen Technologies Software Solutions Pvt Ltd,"UG: B.Tech/B.E. PG:Post Graduation Not Required Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required",2 - 4 yrs,Automobile / Auto Anciliary / Auto Components,"Job Description   Send me Jobs like this Exp in designing & detailing of BIW welding fixtures. Diploma in Mech / BE / BTech in mechanical engineering / Diploma in Tool and Die making. Working exp in various automotive OEM standards (VW, BMW, AUDI, GM Europen and American std. Expertise in UG/ CATIA V5, FIDES ( GM tool kit- Added advantage). Exposure to manufacturing- added advantage. Willing to work at customer places. Salary: Not Disclosed by Recruiter Industry: Automobile / Auto Anciliary / Auto Components Functional Area: Engineering Design , R&D Role Category:Engineering Design Role:Design Engineer Keyskills catia automotive diploma detailing btech ug biw fixtures welding gm Desired Candidate Profile Education- UG: B.Tech/B.E. PG:Post Graduation Not Required Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required Please refer to the Job description above Company Profile: Augen Technologies Software Solutions Pvt Ltd Augen Technologies Software Solutions Pvt Ltd Download PPT Photo 1   View Contact Details",270815501922,"Bengaluru/Bangalore , Bengaluru / Bangalore",Sr Design/Design Engineer,,Not Disclosed by Recruiter,2016-01-29 14:08:12 +0000,,Engineering Design,78736750915ad3a7a6a78b3fc4743c83
ONS Search,"UG: Any Graduate PG:Any Postgraduate Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required",6 - 10 yrs,Strategy / Management Consulting Firms,"Job Description   Send me Jobs like this Responsibilities: Support, maintain and enhance design automation environment for auto place and route, semi-custom and custom flows. Develop cad flow and methodologies as per the design team requirements and maintain them. Develop custom utilities based on different Electronic Design Automation (EDA) tools to process data and automate different steps. Support RTL to GDSII design activities. Support and maintain physical layout, extraction and PDV tools. Technology porting automation effort. Custom cad – transistor level design automation. Standard cell characterization and validation. Work in a rapidly growing environment, contributing immensely to the CAD development and building a strong CAD team. Required Skill: Bachelors/ Masters in Engineering (ECE/CS) from a reputed university. Need sound knowledge in Custom/Semi-custom cad development. 6 to 10 years in semiconductor design and CAD development. Good knowledge in physical design, timing analysis, physical verification etc Experience with various Electronic Design Automation software, flows and architecture. Prior working experience on Cadence layout tools is a plus. Well experienced in layouts, working with different timing and power views of the library cells. Experience in standard cell and macro characterization. Good Unix/Linux experience (NFS, NIS, c-shell, LSF, Flexlm). Experience in developing and maintaining revision control system flows using Perforce for semi-custom and custom designs. Good programming skills in Shell, Tcl, Perl, Skill, Python, C, C++,CGI etc. Exposure to different process nodes - 40nm and 28nm. Knowledge of deep submicron effects is desired. Excellent communication skills Salary: Not Disclosed by Recruiter Industry: Strategy / Management Consulting Firms Functional Area: Site Engineering , Project Management Role Category:Site Engineering Role:Fresher Keyskills VLSI CAD Engineer Desired Candidate Profile Education- UG: Any Graduate PG:Any Postgraduate Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required Please refer to the Job description above Company Profile: ONS Search An Executive Search firm (Contingency) operating out of our offices in Gurgaon and Bangalore, India. Download PPT Photo 1   View Contact Details",280515500980,Bengaluru/Bangalore,VLSI CAD Engineer,,Not Disclosed by Recruiter,2016-01-29 14:08:12 +0000,,Site Engineering,99a34ea4293acbcf55881ea66a71e5d0
ONS Search,"UG: B.Tech/B.E. PG:M.Tech Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required",10 - 15 yrs,Strategy / Management Consulting Firms,"Job Description   Send me Jobs like this Required Skill: Context: Identifying and understanding customer needs, establishing need for change, discovering requirements and defining features and functionality in the areas of FLASH storage. Engaging in all phases of new product development, including concept, architecture, documentation, design, prototype, test and customer interfaces Complete design and development cycle from Conceptualization, detailed design, Models, simulations, design calculations, Prototyping etc. Evaluating firmware and system architectures, designs, implementation and assess system performance Mentoring FW engineering teams in design and development of solutions Driving key initiatives in new product developments Partnering with engineering teams in driving technical roadmap System Architecture designs for iNAND and/or SSD product System platforms Handling key Firmware/System design responsibility of complex and performance critical embedded systems Capable of designing for and estimating performance, power etc. in embedded systems involving data and control flows Firmware Development using assembly/C programming language, RTOS Design of complex systems, algorithms and implementation for features, performance and scalability Good working experience with Microcontrollers & Microprocessors, SoC environments and tools Salary: Not Disclosed by Recruiter Industry: Strategy / Management Consulting Firms Functional Area: IT Software - Application Programming , Maintenance Role Category:Programming & Design Role:Team Lead/Technical Lead Keyskills Principal Firmware Architect Desired Candidate Profile Education- UG: B.Tech/B.E. PG:M.Tech Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required Please refer to the Job description above Company Profile: ONS Search An Executive Search firm (Contingency) operating out of our offices in Gurgaon and Bangalore, India. Download PPT Photo 1   View Contact Details",280515501161,Bengaluru/Bangalore,Principal Firmware Architect,,Not Disclosed by Recruiter,2016-01-29 14:08:12 +0000,,IT Software - Application Programming,15abb2601fafb87b62dcb3a5b036ca52
SAI Projects & Systems Private Limited,"UG: B.Tech/B.E. PG:Post Graduation Not Required Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required",3 - 5 yrs,Construction / Engineering / Cement / Metals,"Job Description   Send me Jobs like this Job Description: strong> p> 1. Knowledge on Study & Budget preparation before start the work. p> 2. Assembly of the Equipment as per drawing. p> 3. Preparing a Project Schedule. p> 4. Monitoring Schedule for on time delivery. p> 5. Maximum utilisation of Man hours to reduce the Erection & commissioning cost. p> 6. Maintaining documents as per ISO 9001: 2000 standard. p> 7. Co-operating with all team members & customer to achieve the schedule. p> 8. Knowledge about Conveyors, Lifters, Process monitoring equipments and all type of Pneumatic & Hydraulic equipments. p> 9. Vendor Development & follow up. p> 10. Maintaining record for all the internal and client communications. p> 11. Strong knowledge in new plant erection, machineries installation and robot installation. p> 12. Managing overall project with a view to ensure timely accomplishment of the targets within the time and cost parameters. p> 13. Knowledge in new plant layout marking, engineering and construction. p> 14. Maintain the daily progress activities on schedule. p> 15. Solving the issues related with the Fabrication, Installation & commissioning. p> 16. Share the design, drawings, schedule and erection detail with clients. p> 17. Material and man power planning. p> p> Salary: Not Disclosed by Recruiter Industry: Construction / Engineering / Cement / Metals Functional Area: Site Engineering , Project Management Role Category:Project Management Role:Project Manager-Production/Manufacturing/Maintenance Keyskills commissioning erection fabrication hydraulic co conveyors plant layout pneumatic marking documents Desired Candidate Profile Education- UG: B.Tech/B.E. PG:Post Graduation Not Required Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required Please refer to the Job description above Company Profile: SAI Projects & Systems Private Limited SAI Projects & Systems Private Limited Download PPT Photo 1   View Contact Details",250915500346,Bengaluru/Bangalore,Mechanical Engineer / site Engineer,,Not Disclosed by Recruiter,2016-01-29 14:08:12 +0000,,Site Engineering,9ff8835789e3ef590eda1cc4a75f23ea
Finite HR Consulting Private Limited,"UG: B.Tech/B.E. PG:M.Tech Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required",3 - 5 yrs,IT-Software / Software Services,"Job Description   Send me Jobs like this Company Description Client of FiniteHR, IT Product Development Company Job Description Skills And Qualifications ? 3 to 5 years of programming experience in Java, JSP, Struts, Hibernate ? Experience in the areas of NLP, Text Extraction, Text Mining, Entity Extraction, Web Crawler, Machine Learning, and Artificial Intelligence. ? Experience using GATE, OpenNLP, Lucene and familiarity with SVM Classifier is a  plus. ? Experience with Unix/Linux ? Experience with Internet/Web technologies such as web browsers, html, http, web Servers a plus ? Preferred experience Hadoop clustering , big data would be preferr ? Qualifications Qualification: BE/BTech/MTech from reputed universities ? Minimum of 3+ years of experience will be considered ? Skills & Attitude: ? Excellent analytical skills ? Enthusiasm for working in a team to solve interesting problems   Additional Information All your information will be kept confidential according to EEO guidelines. I'm interested Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: Analytics & Business Intelligence Role Category:Analytics & BI Role:Data Analyst Keyskills btech product development clustering java html http machine learning hibernate extraction jsp Desired Candidate Profile Education- UG: B.Tech/B.E. PG:M.Tech Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required Please refer to the Job description above Company Profile: Finite HR Consulting Private Limited Company Description Client of FiniteHR, IT Product Development Company Download PPT Photo 1   View Contact Details",271115500708,Bengaluru/Bangalore,NLP Data Scientist,,Not Disclosed by Recruiter,2016-01-29 14:08:12 +0000,,Analytics & Business Intelligence,ea7b2f9f27dca1f8033f287e12f8586b
Diginoc,"UG: Any Graduate PG:Any Postgraduate Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required",5 - 10 yrs,IT-Software / Software Services,"Job Description   Send me Jobs like this Your Role You will play a central role in the design & development of our core audio production systems for Sports Broadcasting and take responsibility for core system. Your tasks also include interaction with audio and video research teams, integration of the modules designed by the research teams, provide the basic software integration design, co-ordination with other senior product engineers, mentoring of product engineers & software engineers. You will primarily work from our Bangalore office in electronics city, but may be required to spend time with our spin-offs/affiliates in Switzerland. Your Profile A versatile C programmer with a special passion for developing sophisticated, mission critical and innovative audio related applications aimed at the global market. Programming Skills : Proficiency in C is mandatory. Exposure to C , Linux /Unix shell scripting, and MATLAB is an advantage. Knowledge of FFMPEG or other multimedia SDKs will be a strong advantage. The person should have a demonstrated capability of writing efficient and structured complex software codes. Domain Knowledge : Good knowledge of all major audio/video/container formats (Raw/AES, WAV, MP3, AC3, MPEG-2/4, .mpeg, .3gp, .mp4) is expected. You are also expected to have a good hold on the operating system concepts and multi-processing environment. Additional understanding of theoretical concepts behind video streaming and its implementation specifics will be a strong advantage. Aptitude : Enthusiastic, creative, team player and excellent communicator in English (spoken and written). Candidates with a demonstrated interest in sports will be given preference. Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming , Maintenance Role Category:Programming & Design Role:Software Developer Keyskills Snr. Product Engineer (Systems) Desired Candidate Profile Education- UG: Any Graduate PG:Any Postgraduate Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required Please refer to the Job description above Company Profile: Diginoc Diginoc is bespoke for those wanting to make a mark and share the excitement of being an integral part of a start-up team thats international from day one. We provide outstanding opportunities for growth and professional accomplishment across functions ranging from research to engineering and marketing. Filing for patents, interacting with our Swiss based spin-off ventures and representing the company in premier industry trade fairs are all part of the exceptional cahier des charges that puts our employees on the fast track. This is in addition to the attractive pay packages and stock option plans that help craft our association with our employees as a true partnership in every sense of the term. Download PPT Photo 1   View Contact Details",280515505281,Bengaluru/Bangalore,Snr. Product Engineer (Systems),,Not Disclosed by Recruiter,2016-01-29 14:08:12 +0000,,IT Software - Application Programming,7b82c3553fd857ade4c65c6b1981d2fa
