clean_description,skills,dictionary_skills,regex_Phrase_skills,tfidf_keywords,ner_skills,ml_category
job description send me jobs like this job information experience 2 to 5 years minimum of 2 years of experience in web based desktop based application development c net design patterns strong oops ms sql server t sql wcf asp net language good to have skills wpf mvc 4 0 html5 jquery setup build creation installed shield or window setup tools equivalent job software engineer c net wpf wcf software engineer c net wpf wcf salary not disclosed by recruiter industry it software software services functional area it software application programming maintenance role category programming design role software developer keyskills jquery wcf automation design patterns wpf application development mvc desktop tools email desired candidate profile education ug b tech b e pg mca doctorate any doctorate any specialization doctorate not required please refer to the job description above company profile axcend automation and software solutions pvt ltd axcend automation and software solutions pvt ltd download ppt photo 1 view contact details apply on company website new user register now clicking apply will take you to the company s website view similar jobs view jobs by this company email this job salaries in industry people who search this job also searched for the following keywords mumbai bangalore pune chennai hyderabad secunderabad manager sales operations jobs in mumbai marketing jobs in mumbai bd jobs in mumbai sales operations jobs in mumbai business development jobs in mumbai manager sales operations jobs in bangalore marketing jobs in bangalore bd jobs in bangalore sales operations jobs in bangalore business development jobs in bangalore manager sales operations jobs in pune marketing jobs in pune bd jobs in pune sales operations jobs in pune business development jobs in pune manager sales operations jobs in chennai marketing jobs in chennai bd jobs in chennai sales operations jobs in chennai business development jobs in chennai manager sales operations jobs in hyderabad secunderabad marketing jobs in hyderabad secunderabad bd jobs in hyderabad secunderabad sales operations jobs in hyderabad secunderabad business development jobs in hyderabad secunderabad google hints 2 7 years bengaluru bangalore lt br gt lt c gt bangalore lt c gt b tech b e mca it software software services it software application programming maintenance google page url google ad channel details bottom ieil has taken all reasonable steps to ensure that information on this site is authentic applicants are advised to research bonafides of advertisers independently ieil shall not have any responsibility in this regard we also recommend that you visit security guidelines and terms and conditions for more comprehensive information on this aspect,IT Software - Application Programming,"['C', 'SQL', 'Operations']","['C', 'SQL', 'Operations']","['secunderabad', 'jobs', 'pune', 'bd', 'sales', 'operations', 'mumbai', 'bangalore', 'hyderabad', 'chennai']","['operations', 'c', 'sql']",SKILL
job description send me jobs like this should be able to provide seo analysis and recommendations must have experience in ecommerce sites strong knowledge of on page and off page seo elements link building in out and optimization knowledge to make the website more search engine friendly research and analyze competitor advertising links manage profiles and pages on social networking sites including facebook twitter linkedin and other community sites developing and implementing social media strategies up to date with the latest trends and best practices in seo must have knowledge in google adsense must have depth knowledge in facebook advertising salary inr salary is not a constraint for right candidate industry internet ecommerce functional area marketing advertising mr pr media planning role category online digital marketing role social media marketing manager keyskills seo analysis link building adsense search engine social media twitter facebook social networking social media marketing desired candidate profile education ug any graduate any specialization pg any postgraduate any specialization post graduation not required doctorate any doctorate any specialization doctorate not required please refer to the job description above company profile genxlead a fast growing it ecommerce company majorly into e mail marketing with a strength of 100 employees and currently diversifying into other ventures download ppt photo 1 view contact details,Marketing,['Internet'],['Internet'],"['social', 'seo', 'media', 'marketing', 'sites', 'advertising', 'ecommerce', 'knowledge', 'search', 'networking']",['internet'],SKILL
job description send me jobs like this looking for ui designer for permanent role will have to work as a presentation specialist also require knowledge in video editing 2d animation graphic design skills adobe premiere adobe after effects adobe photoshop adobe illustrator should have adequate knowledge having 6 months of exp will also be considered for this role salary not disclosed by recruiter industry it software software services functional area design creative user experience role category creative role graphic designer keyskills photoshop illustrator adobe premiere graphic designing adobe after effects 2d animation user interface designing video editing design desired candidate profile education ug any graduate any specialization pg any postgraduate any specialization post graduation not required doctorate any doctorate any specialization doctorate not required company profile techdew groups client of techdew groups download ppt photo 1 view contact details,Design,[],[],"['adobe', 'graphic', 'photoshop', 'groups', 'designer', 'creative', 'designing', 'user', 'design', 'months']",[],SKILL
job description send me jobs like this greeting from scalene works people solutions position technical recruiter majorly worked with infrastructure domain location bangalore job description graduate with 1 to 3 years of experience into us it recruitment handling end to end recruitment process experience working with infrastructure hiring understanding the us staffing process coordinating with panels short listing resumes by evaluating the candidates technical skills based on the requirements keeping track of candidate for future references excellent in communication skill work location vakil square btm layout work timings 6pm 3am transportation yes priya sr associate talent acquisition salary not disclosed by recruiter industry recruitment staffing functional area hr recruitment administration ir role category hr recruitment ir role recruitment manager keyskills us it recruiter us technical recruiter us it recruitment us staffing us staffing specialist us recruitment specialist us it recruiter specialist infrastructure desired candidate profile education ug any graduate any specialization company profile confidential confidential download ppt photo 1 view contact details,HR,['Communication'],['Communication'],"['recruitment', 'specialist', 'staffing', 'infrastructure', 'ir', 'confidential', 'recruiter', 'technical', 'end', 'hr']",['communication'],SKILL
job description send me jobs like this job description greetings as discussed earlier please find the details below position mainframe developer location pune model permanent experience 1 4 yrs note we are looking for mainframe developers only who is ready to work in 3 p m to 12 a m shifts qualification be b tech job responsibilities mainframe developer job description skill set required work on mainframe systems on cobol jcl db2 ims problem solving analysis and debugging skills interaction with other on site teams and customers design development activities knowledge of s w sdlc knowledge of quality processes required behavioral competencies required good communication skills good aptitude attitude flexible to work in permanent shift 3pm to 12am and oncall support request you to confirm your interest immediately with your updated cv in word format dob highest qualification passed out year what is your education type regular distance current company payroll company total experience relevant experience notice period current ctc expected ctc current location are you fine relocating pune reason to change alternate number pan card number pan card name interested to work with magna payroll yes no are you flexible working 24 7 are you holding all educational documents yes no are you holding all professional documents yes no offer experience relieving letters pays lips of all your previous companies do you have any other offers yes no if yes from where are you expecting any offers yes no do you have passport yes no if yes mention passport number you can drop your reference salary not disclosed by recruiter industry recruitment staffing functional area it software mainframe role category programming design role software developer keyskills mainframes developer db2 mainframe cobol jcl debugging design development desired candidate profile education ug b tech b e any specialization doctorate doctorate not required company profile magna infotech magna infotech pvt ltd download ppt photo 1 view contact details,IT Software - Mainframe,"['Communication', 'Computer Vision']","['Communication', 'Computer Vision']","['number', 'current', 'infotech', 'pan', 'developer', 'pune', 'payroll', 'debugging', 'permanent', 'flexible']",['communication'],SKILL
job description send me jobs like this job description candidate should be able to generate enquires from prospected customers and able to convert in healthy business experience 2 years experience with sound work experience in marketing sales of electrical panels automation controls salary not disclosed by recruiter industry it software software services functional area sales retail business development role category retail sales role sales executive officer desired candidate profile education ug any graduate pg post graduation not required mba pgdm doctorate any doctorate any specialization doctorate not required please refer to the job description above company profile prima automation india pvt ltd prima automation india pvt ltd an iso 9001 2008 iso 14001 2004 ohsas 18001 2007 certified leading manufacturer of quapty panels and automation solution provider in the state of gujarat india download ppt photo 1 view contact details,Sales,[],[],"['automation', 'sales', 'iso', 'india', 'able', 'retail', 'controls', 'generate', 'state', 'electrical']",[],SKILL
job description send me jobs like this we have an immediate opening with a leading advertising marketing co in chennai for the below skill position business development executive experience 1 to 3 yrs job details need to acquire new business and retain the existing clients need to suggest the appropriate branding strategies to the clients and convince them need to prepare the proposals media plan presentation and initiate negotiations to convince the client for new business need to ensure prepare mail communication with the clients and must take the approval from the reporting head for any decisions on price negotiations suggestions to clients advertisement proposals from the media partners must maintain a good rapport with the client in order to keep their satisfaction level high and find out their future business needs and retain the client qualifications any graduate salary would range on experience capability relevance to our industry if experienced we prefer candidates who have had exposure in direct marketing only job location chennai should the above mentioned details matches your profile for further move and if interested please do send us your updated profile with the below details total relevant exp current ctc expected ctc notice period also please do refer if any of your friends interested for the above requirement thanks regards rekha associate recruitment placenet consultants pvt ltd chennai tel no salary not disclosed by recruiter industry media entertainment internet functional area marketing advertising mr pr media planning role category marketing role direct marketing executive keyskills marketing and advertising direct sales marketing talk media print media sales marketing concept marketing corporate marketing desired candidate profile education ug any graduate any specialization pg any postgraduate any specialization doctorate any doctorate any specialization please refer to the job description above company profile placenet consultants p ltd leading marketing advertising co in chennai download ppt photo 1 view contact details,Marketing,"['Internet', 'Communication']","['Internet', 'Communication']","['marketing', 'media', 'advertising', 'need', 'chennai', 'direct', 'clients', 'prepare', 'ctc', 'consultants']","['communication', 'internet']",SKILL
job description send me jobs like this dear resources greetings from magna infotech immediate joinees required with 4 years of relevant exp in ui development designation ui developer experience 3 6 years to 7 years working location hyderabad chennai notice period immediate or 15 days no telephonic round will be there note interested candidates please share your updated profile along with the details mentioned below name dob highest qualification current company np current ctc exp ctc current location reason to change notice period very immediate 10 days thanks regards pallavi p email id salary inr best in industry industry it software software services functional area it software application programming maintenance role category programming design role software developer desired candidate profile education ug any graduate any specialization pg any postgraduate any specialization post graduation not required doctorate any doctorate any specialization doctorate not required please refer to the job description above company profile magna infotech pvt ltd magna infotech pvt ltd download ppt photo 1 view contact details,IT Software - Application Programming,[],[],"['infotech', 'immediate', 'current', 'ui', 'days', 'ctc', 'notice', 'period', 'exp', 'software']",[],SKILL
job description send me jobs like this we have immediate requirement for windows ce android software engineer with the following skills window ce bsp windows ce application development using evc visual studio wince 5 0 windows ce embedded 6 0 android porting and application framework knowledge of uml and object oriented design experience minimum 2 years education be b tech in cs is candidates should be self motivated and self driven professional with a flair for challenges professionals with creativity and strong innovation instinct excellent in communication skills both verbal as well as written salary not disclosed by recruiter industry it software software services functional area it software application programming maintenance role category programming design role software developer keyskills windows ce application development android embedded uml bsp visual studio software engineer object oriented design desired candidate profile education ug b tech b e pg post graduation not required doctorate any doctorate any specialization doctorate not required please refer to the job description above company profile iwave systems technologies iwave systems technologies an iso 9001 2008 certified company established in the year 1999 focuses on product outlook engineering services involving embedded hardware fpga and software iwaves hardware expertise spans complex board design up to 30 layers analog digital rf designs fpga development up to 3 million gates and vhdl verilog rtl development verification our software expertise ranges from os porting firmware device drivers development and wireless protocol stacks to embedded application development the company designs and develops cutting edge products and solutions iwave has been an innovator in developing highly integrated high performance low power and low cost system on modules som and development platforms iwave has been able to develop advanced products for its customers using its soms in the shortest possible time at the most optimized design cost download ppt photo 1 view contact details,IT Software - Application Programming,['Communication'],['Communication'],"['embedded', 'windows', 'android', 'development', 'software', 'application', 'visual', 'object', 'design', 'designs']",['communication'],SKILL
job description send me jobs like this careernet established in 1999 is the leading provider of talent acquisition and recruitment process outsourcing solutions to the technology knowledge services banking and financial services sectors in india the leadership team has several decades of collective experience working for global services and consulting firms and are alumni of premier educational institutions in india careernet aims to provide fast simple and cost effective solutions for our clients through strategic advice and solutions in the areas of recruitment process outsourcing talent acquisition strategy and planning compensation advisory university recruitment leadership acquisition talent branding role design performance management systems outplacement and exit management we have a client base of more than 300 technology companies and have offices in bangalore delhi chennai pune 750 careernet professionals 300 valued clients 10 000 placements various levels 50 000 talent assessments across india 400 top engineering colleges trust careernet for industry partnership job description as a consultant you will be responsible for sourcing potential job seekers to fulfill the hiring requirements of our corporate clients some of the key activities that you will be doing are understanding client requirements and accordingly execute a search plan for identifying potential candidates to fit the client requirement source candidates using multiple sourcing channels including internal databases job boards head hunting and networking engage candidates for strategically positioning job opportunities and client organizations understanding candidates profile to evaluate role fitment screening short listing build and strengthen candidate relationships to be able to network and headhunt passive job seekers manage scheduling and coordination related activities in the entire recruitment process contribute to other activities including market research mapping post offer followup etc experience should have 0 6 3 yrs of exp and above years of experience in either recruitment experience in recruitment in corporate or consulting firms preferred skills required knowledge of the recruitment industry its nuances and processes excellent ability to connect and interface with professionals good presentation communication interpersonal skills highly energetic and motivated individual salary inr 2 00 000 4 25 000 p a industry recruitment staffing functional area hr recruitment administration ir role category hr recruitment ir role recruitment executive keyskills it recruiter it recruitment it recruiting hiring staffing ta talent acquisition volume hiring bulk hiring lateral hiring mass hiring mass staffing mass talent acquisition desired candidate profile education ug any graduate any specialization graduation not required pg any postgraduate any specialization post graduation not required doctorate any doctorate any specialization doctorate not required please refer to the job description above company profile careernet technologies pvt ltd careernet established in 1999 is the leading provider of talent acquisition and recruitment process outsourcing solutions to the technology knowledge services banking and financial services sectors in india the leadership team has several decades of collective experience working for global services and consulting firms and are alumni of premier educational institutions in india careernet aims to provide fast simple and cost effective solutions for our clients through strategic advice and solutions in the areas of recruitment process outsourcing talent acquisition strategy and planning compensation advisory university recruitment leadership acquisition talent branding role design performance management systems outplacement and exit management we have a client base of more than 300 technology companies and have offices in bangalore delhi chennai pune download ppt photo 1 view contact details,HR,['Communication'],['Communication'],"['recruitment', 'talent', 'acquisition', 'hiring', 'outsourcing', 'leadership', 'process', 'solutions', 'firms', 'client']",['communication'],SKILL
job description send me jobs like this job description the fabelle captain at store serves as a customer service and sales representative through the providingadvice and assistance of customers in the selection process the fabelle captain team both fulfills the customers needs and helps the store sell additional increasing overall customer satisfaction and company profit obtaining retail or customer service experience possessing sales abilities demonstrating a professional demeanor salary inr 2 00 000 3 50 000 p a industry travel hotels restaurants airlines railways functional area hotels restaurants role category food beverage role captain keyskills food knowledge communication leadership quality desired candidate profile with excellent interpersonal and communication skills highly personable and friendly gaining customer trust and loyalty quickly and consistently great listeners who are able to personalize each customers experience with a professional demeanor sales through relationship building a professional and stylish appearance and an energetic and positive attitude in order to juggle many clients they are also successful multi taskers with great time management and organizational abilities education ug any graduate any specialization pg any postgraduate doctorate doctorate not required company profile it limited hotel division it is a part of rs 15000 crore itc group which has interests in fmcg hospitality paper packaging foods information technology etc itc welcomgroup is the hotel division of itc which owns operates over 70 hotels in india the premium hotels of the welcomgroup hotels have a marketing tie up with starwood hotels of usa welcomgroup offers excellent career growth to its employees through its world class training and development initiatves download ppt photo 1 view contact details,Hotels,"['Customer Service', 'Communication']","['Customer Service', 'Communication']","['hotels', 'hotel', 'store', 'food', 'professional', 'customer', 'division', 'customers', 'great', 'sales']","['communication', 'customer service']",SKILL
job description send me jobs like this title platform architect linux location bangalore opportunity the platform architect pa is responsible for working with tams technical account manager and sungards customers in a collaborative and consultative manner to develop design document complex it solutions such as major upgrades migrations design review and consultation on new initiatives and projects the ideal candidate is skilled in unix flavors and virtualization technologies unix systems clustering technologies linux platform responsibilities architecting and validating solution designs for sungards clients being the single point of ownership for the customer solution during transition and lifecycle providing technical leadership to tams and sungard customers o the pa will work with tam and customer engagements in a collaborative manner o the pa will provide the deep technical resources on the engagement develop customer facing architecture documents and execution strategy documentation creating and presenting presentations to the customer and assisting the tam in creating and presenting presentations as well provide sanity checks of customers designs provide thought leadership in the areas you specialize in this diverse and technically talented team of platform architects consists of experts across multiple platforms operating systems storage configurations backup technologies and network topologies and protocols requirements bachelor s degree in engineering computer science or related technology discipline preferred or equivalent experience extensive experience with oracle sun solaris 9 10 and 11 required extensive experience with unix platform like ibm aix 5 3 6 1 7 1 or hp ux 11 23 11 31 must have experience in linux platform should have extensive experience in linux platform in production support and managing large infrastructure should have expertise in at least one of the clustering technology i e hacmp vcs redhat cluster suite experience supporting unix linux systems hosted in a physical logical and virtual environment experience with solaris zones ldoms containers zfs aix lpar vios wpar concepts experience and troubleshooting knowledge on volume managers such as veritas and solaris svm experience on os recovery strategy such as flar mksysb restore or ignite backup wan boot zone management ldoms ipmp hands on experience on disaster recovery scenario adheres to project scope as described by disaster recovery management handle the pressure and troubleshoot the dr situation with multiple team creates maintains dr plan using industry standard recovery procedure document updates plans and solutions to ensure they reflect the ongoing evolution of our clients capabilities and their recoverability maintains all emergency and recovery procedural documentation advanced knowledge multi tier application architecture design o skilled at gather requirements for solution design strong written skills to produce technical documentation is a must o skilled in visio ms word powerpoint ability to lead technical working sessions o comfortable running workshops and presenting to customers working knowledge of network and systems design principles including routers switches firewalls and load balancers fluent in itil v3 particularly in the areas of release management change management and configuration management incident management problem management preferred qualities working knowledge of unix related enterprise applications such as sql oracle etc working knowledge of backup technologies at the os level working knowledge of san storage and the various ways it integrates with unix specific knowledge of applications and best practices salary not disclosed by recruiter industry it software software services functional area it software system programming role category programming design role technical architect keyskills unix linux redhat redhat linux desired candidate profile please refer to the job description above education ug b tech b e any specialization computers company profile sungard availability services india pvt ltd sungard it availability india private limited sungard it availability india private limited sungard it availability india private limited sungard availability services india private limited our vision is to be the it solutions provider of choice to ensure the availability of our customers business operations do you want to make a difference in one of the world s leading it services companies sungard availability services offers careers that combine the independence of working in a small entrepreneurial environment with the depth of resources of a fortune 500 technology company at sungard availability services we provide operations support to organizations that need to ensure business viability by keeping mission critical information and applications up and running with the recent launch of our enterprise cloud services sungard continues to invest in new technologies to stay in the foreground of technology innovations that solve business challenges unlike other companies that offer individual technology services sungard availability services is focused on providing responsive and integrated disaster recovery managed services it consulting and business continuity management software solutions to help organizations keep critical technology and applications available sungard s managed recovery program provides focused resources with specialized capabilities that provide value to our customers by managing and providing continuous improvements to their business continuity and recovery operations during a recovery or declared disaster customers are able to focus their attention and resources to business facilities and personnel issues on their location s affected by the disaster based on an itil operating foundation and industry backup and recovery best practices sungard s managed recovery team will lead manage and execute the customer s recovery plan to restore the systems and business applications this leads to a more expedient return to normal operations for the customer while ensuring that the continuity of business operations continues atot atod the customer is able to focus on synchronization application validation and end user verification for more information see download ppt photo 1 view contact details,IT Software - System Programming,"['SQL', 'Oracle', 'MS Word', 'PowerPoint', 'Operations']","['SQL', 'Oracle', 'MS Word', 'PowerPoint', 'Operations']","['availability', 'unix', 'linux', 'platform', 'backup', 'customers', 'working', 'customer', 'resources', 'business']","['operations', 'oracle', 'powerpoint', 'ms word', 'sql']",SKILL
job description send me jobs like this 500 vacancies in medical coding jobs botany zoology pharmacy bio medical bio chemistry bio technology bio bioinformatics micro biology plant biotechnology nursing diploma life science graduates salary 14k to 17k ct vinodh sr hr salary inr 2 00 000 4 00 000 p a 3000 industry medical healthcare hospitals functional area medical healthcare r d pharmaceuticals biotechnology role category medical professional role intern keyskills botany chemistry zoology biotechnology microbiology biochemistry msc bsc bioinformatics medical coding jobs in chennai freshers job in chennai job in chennai freshers job in tamil nadu desired candidate profile education ug b tech b e any specialization agriculture bio chemistry bio technology biomedical environmental marine nuclear b pharma pharmacy b sc any specialization anthropology bio chemistry biology botany dairy technology environmental science food technology geology home science microbiology nursing zoology pg m tech any specialization agriculture bio chemistry bio technology biomedical energy environmental marine m sc any specialization agriculture anthropology bio chemistry biology botany chemistry dairy technology environmental science food technology geology home science microbiology nursing zoology m pharma pharmacy doctorate any doctorate any specialization doctorate not required key skills 1 good knowledge of human anatomy and physiology 2 medical coding training will be provided for selected candidates 3 basic keyboard skills with effective communication skills vinod raj v hr company profile iskills solutions iskillssolutions is one of the leading healthcare recruiter firm in india for medical coding and medical billing it also provides you with ready to work high quality training program certificate cmc p cmc s cpc placement in leading companies download ppt photo 1 view contact details,Medical,"['R', 'Tamil', 'Communication']","['R', 'Tamil', 'Communication']","['bio', 'chemistry', 'medical', 'science', 'biology', 'technology', 'coding', 'pharmacy', 'biotechnology', 'healthcare']","['r', 'tamil', 'communication']",SKILL
job description send me jobs like this we build apps used by millions of people and we take great pride in our work of enabling the world to paperless while doing business this means excellent quality coverage thorough qa and an engineering organization built around rapid releases for new features and enhancements responsibilities lead the test effort from planning and organization to execution and delivery develop effective test strategies write or contribute to test plans and or test cases for assuring quality of mobile applications write and maintain automation scripts thereby reducing the time and effort to certify releases work with development teams to evaluate testability of new features implementations use your knowledge of testing and testability to influence better software design promote best engineering practices bug prevention strategies testability and other quality attributes across products demonstrate intuition and knowledge about how to break software by finding bugs and apply this knowledge with measurable result impacting the quality of the product provide customer support on software issue resolution via e mail or remote access salary not disclosed by recruiter industry it software software services functional area it software qa testing role category programming design role team lead technical lead keyskills qa automation testing quality assurance engineering test cases mobile applications software design customer support testing desired candidate profile preferred qualifications bs be degree in engineering or equivalent practical experience 3 years of experience executing tests and automating test cases 2 years of experience in testing mobile applications experience with test methodologies writing test plans creating test cases and debugging experience with selenium appium or equivalent automation tools experience in one of the following script languages java objective c html javascript ability to independently lead a test development project including understand customer problems and provide helpful solutions troubleshooting system and network issues multi tasking and able to work independently to meet deadlines task planning and code reviews working with software engineers deep knowledge of test methodologies writing test plans creating test cases and debugging deep knowledge of internet technologies experience in using test management tools education ug b tech b e any specialization pg any postgraduate doctorate doctorate not required company profile squareroot consulting pvt ltd leading client of squareroot consulting pvt ltd download ppt photo 1 view contact details,IT Software - QA & Testing,"['Java', 'C', 'JavaScript', 'HTML', 'Internet', 'Customer Service', 'Customer Support']","['Java', 'C', 'JavaScript', 'HTML', 'Internet', 'Customer Service', 'Customer Support']","['test', 'cases', 'testing', 'qa', 'quality', 'software', 'automation', 'lead', 'plans', 'mobile']","['java', 'javascript', 'internet', 'html', 'customer support', 'c']",SKILL
job description send me jobs like this job description location bangalore global village total it experience 3 7 years skill web methods development core java should be able to write standalone java programs if you re interested with the above opportunity please reach me on or share your profiles to salary not disclosed by recruiter industry it software software services functional area it software application programming maintenance role category programming design role software developer keyskills core java sql webmethods web technologies unix desired candidate profile company profile confidential confidential download ppt photo 1 view contact details,IT Software - Application Programming,"['Java', 'SQL']","['Java', 'SQL']","['java', 'confidential', 'core', 'software', 'web', 'methods', 'write', 'reach', 'unix', 'programs']","['java', 'sql']",DATABASE
job description send me jobs like this 1 coordinate and supervise all logistic activities in safe smooth and efficient procedures such as system procedure pr material issue slip etc and should be executed in safe and efficient procedures 2 coordinate all logistic activities salary not disclosed by recruiter industry automobile auto anciliary auto components functional area supply chain logistics purchase materials role category logistics role logistics manager desired candidate profile education ug any graduate any specialization graduation not required pg any postgraduate any specialization post graduation not required doctorate any doctorate any specialization doctorate not required please refer to the job description above company profile pentagon global solutions limited pentagon global solutions limited is a major technology engineering construction manufacturing and financial services conglomerate with global operations download ppt photo 1 view contact details,Supply Chain,['Operations'],['Operations'],"['logistics', 'coordinate', 'efficient', 'auto', 'global', 'procedures', 'activities', 'limited', 'purchase', 'material']",['operations'],SKILL
job description send me jobs like this lead generation and appointment setting outsource2india find the services you are looking for appointment setting lead generation team lead or assistant manager online marketing bu1 minimum 5 years relevant experience appointment setting or outbound sales any graduate graduation not required appointment setting lead generation team lead or assistant manager up to rs 5lpa required competencies excellent verbal and written communications skills professional attitude and polished telephone communication skills business to business sales experience lead generation experience appointment setting experience outbound inbound sales lead tracking team management experience with sales customer service client servicing and following up with customers familiar with iso standards flexible working in night shifts job description prospect database development calling list generating new business leads and setting sales ready appointments sales presentations to prospective clients prospecting new clients via linkedin campaigns managing a team of business development executives bde report daily and weekly activities preparation of mis by maintaining monthly reports appointment setting process mapping implementation and reporting quality process documentation monitoring and reporting contribute towards team efforts to meet pre established company goals salary not disclosed by recruiter industry banking financial services broking functional area sales retail business development role category retail sales role sales business development manager keyskills business development customer service online marketing team management outbound calling prospecting monitoring iso tracking desired candidate profile education ug any graduate pg mba pgdm doctorate any doctorate any specialization doctorate not required please refer to the job description above company profile outsource2india outsource2india download ppt photo 1 view contact details,Sales,"['Customer Service', 'Communication']","['Customer Service', 'Communication']","['setting', 'sales', 'lead', 'generation', 'outbound', 'business', 'team', 'calling', 'assistant', 'development']","['communication', 'customer service']",SKILL
job description send me jobs like this job requirements responding to incoming email and phone enquiries acting as a contact between a company and its existing and potential markets negotiating the terms of an agreement and closing sales gathering market and customer information representing their company at trade exhibitions events and demonstrations salary not disclosed by recruiter industry it software software services functional area sales retail business development role category retail sales role sales business development manager desired candidate profile education ug any graduate pg post graduation not required mba pgdm doctorate any doctorate any specialization doctorate not required please refer to the job description above company profile belogic systems p limited belogic systems p limited is an end to end software hardware and consultancy service provider located in hyderabad india we work with our clients to understand their business needs and help them define and execute plans download ppt photo 1 view contact details,Sales,[],[],"['sales', 'end', 'limited', 'retail', 'business', 'systems', 'trade', 'events', 'software', 'define']",[],SKILL
job description send me jobs like this act to procure for the city the needed quality in supplies services and equipment at least expense to the city discourage uniform bidding and endeavor to obtain as full and open competition as possible on all purchases salary not disclosed by recruiter industry automobile auto anciliary auto components functional area export import merchandising role category production merchandising business development role purchase officer desired candidate profile education ug any graduate any specialization pg any postgraduate any specialization doctorate any doctorate any specialization doctorate not required energetic self motivated team player good computer basic knowledge good verbal communication or written communication team worker or self motivation power company profile axis jobs axis jobs private limited is a major technology engineering construction manufacturing and financial services conglomerate with global operations service provider in india download ppt photo 1 view contact details,Export,"['Operations', 'Communication']","['Operations', 'Communication']","['auto', 'self', 'purchase', 'act', 'equipment', 'anciliary', 'automobile', 'needed', 'construction', 'power']","['communication', 'operations']",SKILL
job description send me jobs like this job description exp 0 6 4 yrs moderate communication sound knowledge in professional coding er ed e m salary as per standard qbss dr vsi estate phase 1 srp tools rajiv gandhi salai omr road chennai interview timings 10 am 5 pm weekdays except saturdays sunday s interview date daily walk in contact person latha note can refer your friends salary inr based on the performance industry bpo call centre ites functional area ites bpo kpo lpo customer service operations role category voice role associate senior associate technical keyskills medical coding fresher coder healthcare rcm coding revenue cycle management desired candidate profile education ug b sc bio chemistry biology botany microbiology nursing zoology b pharma pharmacy pg m sc bio chemistry biology botany microbiology nursing zoology m pharma pharmacy doctorate any doctorate any specialization doctorate not required please refer to the job description above company profile quintessence business solutions services pvt ltd growing healthcare company download ppt photo 1 view contact details,ITES,"['Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations', 'Communication']","['Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations', 'Communication']","['coding', 'biology', 'bio', 'pharmacy', 'chemistry', 'pharma', 'sc', 'healthcare', 'associate', 'interview']","['operations', 'bpo', 'kpo', 'customer service', 'communication']",SKILL
job description send me jobs like this knowledge of server configuration and installation knowledge of file and folder upload and export supports the network and computing infrastructure plan ability to create user id and password log in and security salary inr 3 00 000 6 50 000 p a include ta d a hra industry it software software services functional area it software application programming maintenance role category admin maintenance security datawarehousing role network administrator keyskills networking server configuration security network administration installation commissioning configuration erection troubleshooting maintenance service implementation network administrator network admin network engineer desired candidate profile education ug any graduate any specialization graduation not required pg any postgraduate any specialization post graduation not required doctorate any doctorate any specialization doctorate not required please refer to the job description above and for the further details about this job kindly email us at company profile phillips hvc consulting pvt ltd phillips hvc consulting pvt ltd phc is a major technology engineering construction manufacturing and financial services conglomerate with global operations download ppt photo 1 view contact details,IT Software - Application Programming,['Operations'],['Operations'],"['network', 'configuration', 'security', 'installation', 'administrator', 'admin', 'server', 'maintenance', 'consulting', 'software']",['operations'],SKILL
