jobid,jobtitle,normalized_skills
280515501111,Sales Executive position,"['Basic Computer Knowledge', 'BPO', 'Operations', 'Communication']"
271115500569,Senior IOS Developer,"['C', 'Operations']"
270815502493,Network Engineer,[]
280515503380,PCI Driver Development Software Engineer,['C']
261015500370,Firmware Engineer,['C']
271115500276,Inside Sales Executive,"['Excel', 'PowerPoint', 'Internet', 'C']"
271115500953,Solution Architect,"['Java', 'JavaScript', 'HTML', 'Communication']"
271115500972,Embedded Systems Engineering Manager,['Communication']
280515503428,Backend Development Engineers,"['Python', 'Java', 'MySQL', 'PostgreSQL', 'MongoDB', 'English', 'Communication']"
280715500026,Sales Co-ordinator,['Communication']
260515501918,Microsoft-Active Directory,"['SQL', 'Oracle']"
280515502714,Recruitment Executive,"['R', 'BPO', 'Call Center', 'Operations']"
261115500105,AIS Manager,"['Network Security', 'Communication']"
270515612695,Urgent Opening for Windows8 Mobile Application Developer,"['Python', 'C', 'Express.js']"
271115500987,Principal Engineer-HVAC,"['R', 'Communication']"
270815501909,Media Applications Engineer,['C']
250915501028,Site Supervisor,"['Excel', 'Internet', 'English', 'Hindi']"
260815500255,Business Development,['English']
270715501053,Head of Construction,"['Operations', 'Communication']"
271115500063,"Engineer, Web server technology","['Java', 'PostgreSQL', 'Oracle', 'Git', 'Communication']"
261015500340,HP Storage Essentials - HP BTO TOOLS,['Operations']
251115500299,Security Engineering Lead,"['Network Security', 'Communication']"
260515502553,SCCM System Engineer,['Communication']
260515500655,"Technical Lead - Net 3.5, Visual Studio & WCF","['SQL', 'Communication']"
260515502183,Junior / Senior Associates – Non- Voice Process,"['Customer Service', 'BPO', 'KPO', 'Operations']"
260515500619,Senior Software Engineer,"['C', 'HTML']"
260515501667,Senior Professor,[]
270515500124,Business Development Executive,"['Internet', 'Communication']"
271115500093,Great Opportunity for Informatica Admin,[]
280515500932,Full Stack Engineers,"['Python', 'Java', 'C', 'Hadoop', 'Internet']"
261015500179,Laision – Officer,['Operations']
280715500059,Hardware & Network Engineer,[]
280515501154,Lead Engineer (Dot net),"['JavaScript', 'HTML', 'CSS', 'SQL', 'BPO', 'Call Center', 'Communication']"
260815501583,Marketing Head (Digital Marketing),['React']
280515503095,Japanese Translator,"['BPO', 'Communication']"
280515502924,Client Servicing Manager,"['JavaScript', 'R', 'Operations', 'Communication']"
280515503205,Apps DBA Administrator,"['SQL', 'Oracle', 'BPO']"
260315500489,Senior Manager/AGM - Marcom,"['C', 'BPO', 'English', 'Communication']"
261015500489,Sales Engineer,"['Java', 'C', 'SQL', 'Customer Service', 'Customer Support', 'English', 'Communication', 'php']"
280515500393,Process Engineer,[]
280515503565,Content In Charge,['Communication']
260515502285,Tandem Professionals,['C']
280515505390,Senior SQL Developer/Programmer,['SQL']
260515503205,Server Engineer,[]
280515505193,Safety Engineers,"['MS Office', 'Communication']"
260515502161,Business Development Executive,"['BPO', 'English', 'Communication']"
250915500786,BizTalk Designer,['Communication']
280515503244,Oracle POS Developer,"['Java', 'Oracle', 'Operations']"
260815500290,Site Technical Specialist,"['C', 'Customer Service', 'Customer Support', 'English']"
280515504964,Android Developer,[]
260815503941,Sales & Marketing Manager,"['Excel', 'Operations', 'English', 'Communication']"
260515500844,Senior Software Engineer - VOIP Product testing,[]
270715500052,Business Development Executive,['Communication']
280515505473,SOFTWARE ENGINEER / TEST ENGINEER,"['HTML', 'Internet', 'Operations', 'Communication']"
260515502313,OPX2 Professionals,['Communication']
271115501007,Physical Design Experts @ Bangalore,['Communication']
270815502035,Software Engineers (VoIP),"['C', 'Communication']"
280515504824,Technical Writer,[]
280515504872,Senior Software Engineer,"['Java', 'SQL', 'Oracle', 'Excel', 'MS Word', 'PowerPoint', 'Customer Service', 'Customer Support']"
280515501188,Enterprise Sales Representative,['Communication']
280515504750,Inside Sales Executive,"['Oracle', 'Excel', 'BPO', 'Call Center', 'Communication']"
260515502543,JD Edwards Application Developer,"['Communication', 'Computer Vision']"
260515502361,First Line Manager (Quality),"['Operations', 'Communication', 'Data Analysis']"
261015500319,Stores Incharge,[]
270715502973,Assistant Manager/Sr. Executives/Executives-Business Development,[]
260515502952,EMC Storage Administrator,[]
260515500248,Manager/TL - Risk Scorecard Modeling,[]
250815502126,SENIOR SOFTWARE ENGINEER - USER INTERFACE,"['Java', 'JavaScript', 'HTML', 'Internet']"
261015500364,Design Engineers,"['R', 'Excel', 'MS Word']"
260815501446,Microsoft .NET Software Engineer,"['C', 'SQL', 'Communication', 'HTML', 'CSS']"
270815500283,Hadoop Developers,"['Python', 'Java', 'Hadoop', 'Communication']"
280515505397,Flex Developer,"['Java', 'HTML', 'CSS', 'Communication']"
260515501875,Service Management with SQL DBA - SSE,['SQL']
250815503008,Software Engineer - Handset team,"['C', 'Communication']"
271115500658,Big Data Engineer,"['Internet', 'English', 'Communication']"
270515500233,SENIOR SCIENTIST –Cell Molecular Biologist/Assay Development,"['Communication', 'Data Analysis']"
260815500546,Digital Creative Designer & Illustrator,['Communication']
280715500095,ACCOUNTANT,['MS Office']
280515500661,Visualiser/ Senior Graphic Designers,[]
280515503914,System Engineer,"['Internet', 'Communication', 'Express.js']"
270715502683,Software Test Engineer - Security,"['R', 'Communication']"
271115501106,Hybris Developer/Sr. Developer/Team Lead/Project Manager,"['Java', 'JavaScript', 'HTML', 'SQL', 'Oracle', 'Git', 'English', 'Communication']"
280715500054,Marketing Engineers - M.V. Switchgears,[]
260515500258,Leader / Sr. Principal - Pricing Optimization Analytics,['Communication']
271115500969,Operation Business Anayst,"['R', 'Excel', 'Operations']"
270815505828,"Software Engineer - PLCs, SCADA","['SQL', 'Machine Learning']"
270815504611,Dgm/gm- Finance & Accounts,[]
260815503757,Software Engineer - Linux & Linux Device Drivers,"['C', 'Communication']"
270815500294,ITIL Consultant,['Operations']
271115500947,Android Developers,['Java']
280515502521,Regional Sales Manager,['Communication']
250815502121,Networking Manager,"['Excel', 'MS Office', 'Communication']"
260815503688,Custom Clearance Manager / Ops Manager,['Operations']
280515504765,National Sales Manager,"['Excel', 'Internet', 'BPO', 'Call Center', 'Communication']"
260815500063,Website Designer and Online Marketing,"['R', 'SQL', 'Internet', 'English', 'php']"
271115500674,Mobile Software Developer,"['Java', 'C']"
280515503418,Engineering Lead,"['Hadoop', 'AWS', 'Git', 'Jenkins']"
280515502894,Software Developer,"['C', 'BPO', 'Call Center']"
250915500399,Parents Relationship Executive,"['MS Office', 'Communication']"
271115500957,Ruby Experts,[]
270515500140,IBM DB2,"['Operations', 'Communication', 'JavaScript']"
271115501103,Lead- Sales Operations,['Operations']
280515505398,Operations Engineer,"['SQL', 'Operations']"
260815501566,Business Development Executive,"['Internet', 'Communication']"
271115501536,WiFi Engineer,"['C', 'Communication']"
280515504120,Linux and Windows System Administrator,[]
271115500706,iOS Developer,['C']
261015500321,Production Manager,[]
270815504661,Assistant Sales Manager,[]
260815503852,Sr. Android App Developer,['Java']
280515505396,JAVA Developer,"['Java', 'HTML', 'CSS', 'SQL', 'Communication']"
260515500836,Senior Software Engineer - Network Product Testing,[]
271115501097,Senior iOS Developer,"['JavaScript', 'HTML', 'CSS', 'GitHub']"
270815501844,Embedded Firmware Engineer,['Communication']
271115500272,Subject Matter Expert - Physics,"['Internet', 'English']"
271115500524,"IMD, GSAM, Global Fund Reporting Solutions, Analyst/Associate","['MS Office', 'Internet', 'Communication']"
260515500686,Customer Support Engineer-SAN and NAS storage,"['Customer Service', 'Customer Support']"
271115501005,Java / J2EE / .Net Experts,"['Java', 'C', 'Internet']"
270715503159,SAP SRM - MM,['Operations']
270815504591,"Associate Editor, Medicine","['Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations']"
280515502970,Business Development Executive,['Communication']
260815500347,EMC Storage,[]
260615500345,Click Software Developer,[]
261115500062,J2EE Engineer,"['Java', 'C', 'SQL', 'Communication']"
250915500726,angular java script engineer,"['Java', 'Angular', 'Communication', 'php']"
260515502407,Visual Computing Sr. Software Engineer,['C']
261015500436,Student Advisor,['Communication']
280515504888,Practice Head – Enterprise Solutions,['Network Security']
271115500998,Analog Signal Testing Engineer,[]
280515503536,Franchise Marketing Executives,['Communication']
260815503828,Sr. Recruitment Executive,"['Excel', 'BPO', 'Call Center', 'Communication']"
270815502091,Web Designer,"['JavaScript', 'HTML', 'CSS', 'Communication']"
280515500753,MANAGER STRATEGIC INITIATIVES,"['Customer Service', 'BPO', 'KPO', 'Operations', 'English', 'Tamil', 'Hindi']"
280515503140,Service Delivery Manager,['Communication']
270715502040,Software Developer - WEB-UI/SNMP/CLI,"['C', 'R', 'Communication']"
250915500841,IT Services Leader,"['SQL', 'MS Office', 'English', 'Communication']"
270715502028,Software Test Engineer - GUI/Web Applications,"['R', 'Communication']"
260515502547,Network Administrator,['Customer Service']
280515504894,Software Engineer - ESB Team,['Java']
260515502583,Sales Engineer/Executive,[]
250915500785,IBM Tivoli Access Manage,['Communication']
280515503204,Tele Marketing Executive,"['Customer Service', 'BPO', 'KPO', 'Operations']"
280515503861,Resident Sales Engineer,['Operations']
280515504988,Accounts,"['English', 'Hindi', 'Communication']"
280715500049,Software Engineer,"['SQL', 'English', 'Hindi', 'Communication', 'Machine Learning']"
260815500536,Project Manager,[]
280515503827,Software Engineer,"['JavaScript', 'MySQL', 'Operations', 'Communication', 'php']"
270715502176,Medical Writer,['R']
270815505829,Engineer - Sales,[]
250915500271,Business Development Executive,[]
280515505387,DevOps Architect,"['C', 'Amazon EC2', 'Jenkins', 'Amazon S3']"
270715502935,jr. compositor,"['C', 'JavaScript', 'R', 'Operations', 'Communication']"
260515500596,Strategic Account Manager,['Communication']
260515502956,Netapps Storage Administrator,['English']
260515501007,Integration Engineer,[]
251115500016,Manager/Assistant Manager - Customer Service,"['Customer Service', 'Communication']"
270515501651,Incident Manager,"['JavaScript', 'R', 'Operations']"
280515502550,Business Manager,"['Excel', 'MS Office', 'Internet', 'BPO', 'Communication']"
271115500974,Technical Project Manager,"['Java', 'Internet', 'Communication']"
260515501922,BMC Remedy ITSM,[]
260515501510,Software developer,"['JavaScript', 'CSS', 'MySQL', 'Internet', 'php', 'HTML']"
271115501095,Full Stack Developer,"['HTML', 'CSS', 'PostgreSQL', 'Redis', 'GitHub', 'php', 'JavaScript']"
250815502323,IDM...,['JavaScript']
260815501359,Engineers,['MS Office']
271115500523,"IBD, Data Resources Group, Analyst, Bangalore","['MS Office', 'Communication']"
280715500089,Stores Manager,[]
260315500093,SAP Sourcing & CLM,"['Java', 'SQL', 'Customer Service', 'English', 'Communication']"
260515501932,Network Infrastructure(Cisco ASA and Cisco Nexus 7K/5K),['Wireshark']
260515503058,Tech Lead,"['JavaScript', 'MySQL', 'php']"
280515501128,Compiler Verification Manager,['R']
260815500562,Microstrategy Developers,[]
270515500137,IBM Tivoli Directory Integrator,"['JavaScript', 'R', 'Operations', 'Communication']"
280515501666,Associate Manager – Customer Acquisition,"['Operations', 'Communication']"
270515500240,CHIEF TECHNOLOGIST,[]
271115501489,Customer Relationship Manager,['Operations']
260515501410,Data Architecture,[]
280515504875,Software Engineer,"['Java', 'SQL', 'Oracle', 'Excel', 'MS Word', 'PowerPoint', 'Customer Service', 'Customer Support']"
260515501914,EMC/EMC Storage / Symantec Netbackup,[]
260515503127,End User Services-Manager Solution,['Communication']
260515502617,Software Test Engineer,[]
280515505414,Lead Verification Engineer,"['C', 'BPO', 'Call Center', 'Communication', 'Express.js']"
260815500858,Physical Design Engineer,['Communication']
270815501922,Sr Design/Design Engineer,['R']
280515500980,VLSI CAD Engineer,"['Python', 'C', 'Communication']"
280515501161,Principal Firmware Architect,['C']
250915500346,Mechanical Engineer / site Engineer,[]
271115500708,NLP Data Scientist,"['Java', 'HTML', 'Hadoop', 'Natural Language Processing', 'Internet', 'Machine Learning', 'Artificial Intelligence']"
280515505281,Snr. Product Engineer (Systems),"['C', 'English']"
250915500749,Consultant- Retail,[]
260515501632,PHP programmers,"['MySQL', 'php']"
280515505389,Software Engineer/Senior Software Engineer,"['C', 'SQL', 'Communication']"
260815500867,KPI/BO Consultant,[]
270515500205,RESEARCH ASSOCIATE: TECHNOLOGY ASSOCIATE - PROTEIN BIOLOGY,"['Data Analysis', 'Express.js']"
260815500637,Sales & Application Engineers,['Communication']
270815500475,Programmer Analyst,[]
260815501540,Design Engineer (Catia),['R']
280515505428,Lead Engineer (Java),"['Java', 'SQL']"
260815503842,Senior Medical Transcriptionists,"['Data Entry', 'Customer Service', 'BPO', 'KPO', 'Operations']"
280715500053,"Software Engineer - PLCs, SCADA","['SQL', 'English', 'Hindi', 'Communication', 'Machine Learning']"
271015500012,Software Engineer,"['MySQL', 'php', 'HTML', 'CSS']"
280515503285,Visualization developer,"['JavaScript', 'SQL', 'Angular', 'HTML', 'CSS']"
260815501386,Office Manager,[]
260515503318,Tech Lead : .Net,"['C', 'SQL', 'Communication']"
280515500969,Principal Engineer Big Fast Data Platform,"['Python', 'Java', 'C', 'Hadoop']"
260815503897,Android Developer,['MySQL']
250915500420,Key Account Manager,[]
260515502964,Functional Support Expert - SAP SRM,[]
260815503732,Team Leader,"['Excel', 'Communication']"
270815500314,Graphic Designer,['TypeScript']
270515500156,Content Writer,[]
271115500114,Exciting opportunity for QlikView Architect,['SQL']
260515503140,QA Automation Engineer,['Penetration Testing']
260515502525,Cognos BI Developer,['Data Analysis']
271115500549,Software Engineer - IOS,['C']
271115500713,RTL Design Engineer,[]
271115500984,Embedded Systems Engineering Lead @ Bangalore,['Communication']
271115500710,System Administrator,"['C', 'JavaScript', 'HTML', 'SQL']"
271115500925,Web Focus Developer,"['SQL', 'Oracle', 'Communication']"
271115500991,Web Application Experts @ Bangalore,"['Java', 'C', 'Internet']"
280715500033,Shift Incharge - CNC,[]
271015500090,Sales Executive (Travel division ),"['Git', 'Operations']"
260515502726,JD Edwards 8.12 Distribution & Logistics Consultant,[]
271115500082,High Speed PHY/IO Design,[]
271115500649,UI /UX Designer,[]
270715500482,Dot NET Developers,"['SQL', 'Communication']"
260515503319,Sr.Software Engineer / Technical Analyst: J2EE,"['Java', 'C']"
270815503284,Chip design and verification engineers,[]
260515501892,NIX (AS400) Developer,"['C', 'Communication']"
270815500249,Asst. Manager,['MS Office']
260515502431,Sales Executive - Chromatography/Mass Spectrometry,['Communication']
270815501796,MS SQL DBA,['SQL']
250815502314,Oracle Finance techno functional,"['SQL', 'Oracle']"
260515500578,Senior RTL Design professionals,[]
261115500070,windows developer,"['Java', 'C', 'SQL', 'Communication']"
270715500228,Sales Manager/Branch Manager,['Communication']
271115500923,Expert Low Power Physical Design @ Bangalore,['Communication']
250915500312,Relationship Manager,[]
270515500154,Senior copywriter/ Creative Supervisor,"['Internet', 'English', 'Communication']"
270815505804,Engineer - Process Quality,[]
260815501255,Technical Support,"['C', 'Oracle', 'Communication']"
270815501871,Software Engineer,['Communication']
280515504573,TIBCO iProcess Developers,['Java']
261115500017,CRM Executive,"['Customer Service', 'Customer Support']"
261015500528,Manager - Mobile Solutions (Hybrid PhoneGap),"['Java', 'C', 'Angular', 'Operations', 'Communication', 'Node.js', 'HTML', 'CSS', 'JavaScript']"
271115501637,Engineer,[]
271115500948,Software Engineer,['C']
261115500054,Business Development Manager,['Communication']
70616004367,Graphic Designer,['Internet']
170616004240,Business Development Manager,"['Internet', 'Customer Service', 'BPO', 'KPO', 'Operations', 'English']"
90216008305,Sr Engineer - Sales & Marketing,[]
160516004217,Instructional Designer,"['Excel', 'MS Word', 'English', 'Communication', 'Computer Vision']"
170616007328,Sr.qa lead,"['SQL', 'Internet', 'Computer Vision']"
170616007480,Associate Sales Engineer | Athenta Technologies,"['Operations', 'English']"
250516002943,Corporate Sales/ Business Development,[]
150616901418,Credit Analytics- Associate,"['C', 'KPO', 'Operations', 'Communication']"
110516001444,Assistant Manager - Business Development,[]
30216000761,Windows Dot Net Developer / Windows Phone Developer,['C']
170616002532,"CWT Hiring for Subject Matter Experts, Products - Gurgaon",['Operations']
170616900206,Junior Project Fellow,[]
170616007056,Opening for Alternate Channel- Health Insurance,['Computer Vision']
170616902003,Sr. Project Scientist,['C']
150616900338,Adobe CQ Developer,"['Java', 'Internet', 'BPO']"
170616007855,Key Accounts Manager for Online Sales Channels-female Candidates only,"['Excel', 'Internet', 'Customer Service', 'BPO', 'KPO', 'Operations', 'Communication']"
50516006012,"Fabric Procurement Head,export,home Furnishing,10+yr,1.5 Lac/m,noida",[]
50516005562,Area Sales Manager - North India,[]
50516004445,HR Executive / HR Manager / HR Head,[]
50516903449,Manager-it,"['BPO', 'Call Center', 'Operations']"
170216003682,Customer Support Executive in Delhi Ncr.7042844566,"['Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations', 'Communication']"
170316007478,Lecturer for B.Ed Ghaziabad,[]
50516003223,Instructional Designer For E-learning Firm Salary 8 L Plus,"['MS Office', 'PowerPoint']"
240615006456,Storage Admin L2,[]
50516901768,Junior Research Fellows -IT,[]
50516006858,Microsoft DNS Networking Troubleshooting / Salary 32K / 9711137645,"['Customer Service', 'Customer Support', 'BPO', 'KPO', 'Call Center', 'Operations']"
40516901856,Specialist,['R']
50516003031,Director - US IT Staffing - Noida (Job Id : 2533),"['Customer Service', 'Operations', 'English', 'Communication']"
60516001939,UI Develoepr,['Computer Vision']
260416002618,"Application Manager- Information Systems, India","['Operations', 'TypeScript']"
50516901863,BPO - Process Associates,"['Customer Service', 'BPO', 'KPO', 'Operations', 'Communication']"
50516002205,Wipro bps is Hiring for Pharmacovigillance,['R']
50516006528,English and Hindi Telecaller Required Agent For BPO,"['Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations', 'English', 'Hindi']"
50516901579,Analyst,"['Java', 'R', 'SQL', 'Customer Service', 'BPO', 'KPO', 'Operations', 'php']"
40516005888,Lead QA Engineer - Business Intelligence,"['C', 'SQL', 'Operations', 'Communication', 'Power BI']"
271015900634,Business Development Manager - EUC Services,"['C', 'AWS', 'Azure', 'Communication']"
50516901842,Teradata Analyst,"['SQL', 'Hadoop']"
50416007744,Associate - MIS,"['Excel', 'Communication']"
50516005992,Head Security,[]
160515900174,Urgent Opening - Deputy Mgr / BDE/ Sr. BDE - Mumbai - Telecom Industry,['Communication']
160515900139,HR Manager / Asst Manager - Telecom,[]
50516002059,Hypercity Retail : Opening FOR Store Coach(trainers),"['R', 'Communication']"
50516003719,AMEX Hiring for Voice Process call now Anu@ 9711993431,"['Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations', 'Communication']"
20415000313,Graduate/diploma Engineering Trainee,[]
50516900168,Information Security Engineer,[]
60416000330,Design Engineer,['R']
230116000979,Accounts Executive with 3/4 yrs exp for Garment Industry,[]
50516003765,Team Leader / Team Manager - Credit Card Process - BPO,"['Excel', 'Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations', 'Data Analysis']"
250216007869,Instructors - Solid & Liquid Waste Management,[]
50516901535,Associate Consultant,"['Java', 'R', 'SQL', 'php']"
130416003726,Marketing Manager - India (only Female Candidate) Immediate Joining,[]
50516006409,Urgent Hiring for Sr. Relationship Manager,"['C', 'Communication']"
50516005010,Datastage Developer,[]
50516001973,Assistant Human Resources,"['MS Office', 'Communication']"
50516001797,Java Lead,['Java']
50516007470,"UI Developer,node js","['Java', 'JavaScript', 'HTML', 'CSS', 'Node.js']"
40516901749,Asst. Manager-trans Quality,"['Excel', 'PowerPoint', 'Operations', 'Communication']"
60516000414,Global HR Operations Analyst,"['Excel', 'Customer Service', 'BPO', 'KPO', 'Operations', 'Communication']"
40516006731,Pre School Teacher - Chattarpur,['Communication']
60516000411,HR Recruiter,['Communication']
50516901335,"Intern, College","['English', 'Communication']"
50516003351,Assistant General Manager,['Operations']
300116002521,Senior Manager - Internal Audit/ Revenue Assurance - AMC,[]
50516002469,Japanese Language Opening with TOP MNC Client,"['Java', 'R', 'Oracle', 'English']"
30516002653,Walkin for Application Support Engineer on 6th May'2016 b/w 11AM - 4PM,['SQL']
50516901406,Technical Specialist,"['Java', 'R', 'SQL', 'php']"
50516003400,German Language Expert,"['Internet', 'Customer Service', 'English', 'Communication']"
50516005295,IOS Developer,['C']
10516000964,Dell Needs Freshers For Delhi Branch For Customer Service 9582853922,"['Data Entry', 'Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations']"
280915004018,Looking for Strategic Account Manager,"['Network Security', 'Communication']"
50516004580,IT Recruiter-faridabad,"['Internet', 'BPO', 'Call Center', 'Communication']"
20516005354,Manager - Commercial - Transitions & Consulting,['Communication']
160515900158,HR Manager / Asst Manager -pharma MNC,[]
150115003796,Urgent Opening - Assistant Mgr Operation Facility Group- Delhi,['Operations']
90316000269,Corporate & Direct Sales Exe/ Sr. Exe- Delhi/ncr- Call: 011-40612852,['Communication']
60416000354,Architect & Interior Designer,[]
60516001306,Front Desk Executive,['Customer Service']
300316003322,Sales Manager/ Sales Executive-kotak Credit Card,['Operations']
50516001716,Hiring For Telecaller/bpo/tele Caller/call Centre,"['Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations', 'English', 'Hindi']"
50516901414,Senior Executive,"['Java', 'R', 'SQL', 'Customer Service', 'BPO', 'KPO', 'Operations', 'php']"
50516007519,Accountant,[]
50516001903,C# Developer_gurgaon Sec 30,"['Java', 'C', 'JavaScript', 'SQL', 'PostgreSQL', 'Internet', 'English', 'Angular']"
50516007764,"Data Analysis - Spss, Minitab - Work from Home",['Data Analysis']
181114004866,Assistant Content Writer,"['Internet', 'Operations', 'English', 'Communication']"
50516901631,Associate Consultant,"['Java', 'R', 'SQL', 'php']"
50516004838,B.tech Fresher JOB IN Wipro BPO - CALL Sameer @ 9212766386,"['Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations', 'Communication']"
10516000981,OLX Process Needs Executives For Back Office Project 9582853922,"['Data Entry', 'Typing', 'Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations']"
50516005412,Require Vmware/ Vrealize Instructor on part Time/ Contract Basis,[]
50516002127,Project Manager,['Operations']
180116002750,Content Analyst@analyzo Delhi (start up),['KPO']
180416005760,SEO Executive,['Internet']
50516007061,Associate - Security Specialist,"['React', 'KPO', 'Operations', 'Communication']"
50516003129,Technical Support- Dell Process-voice,"['Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations', 'Computer Vision']"
50516903379,"Associate, Quality Assurance Analyst","['SQL', 'Communication']"
60516000367,"Industrial Sales Sr. Executive For Gurgaon ,ph-9818664388,0124-4045300",[]
50516004348,Executive Assistant,['Data Entry']
50516901334,Hosted Systems Engineer II,"['Operations', 'Communication']"
60516002471,Urgent Requirement for Business Development Exe./sr. Exe.,['Communication']
50516001786,Ecommerce Consultant / Inside Sales ( For Ecommerce MNC Firm)- Gurgaon,"['Internet', 'English', 'Hindi', 'Communication']"
50516002439,"Super Urgent Requirement for the Position of "" Salex tax Officer",['C']
50516007462,Exclusive Drive at Dell for Tech Support!! 7th May'16 Saturday,"['Oracle', 'Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations', 'Communication']"
50516006946,Accountant,[]
50516001946,National Corporate Sales Manager,"['Internet', 'Communication']"
240715005625,Strategic Account Manager - ITES,"['C', 'Communication']"
50516002378,"Sr. Executive - PPC, Japanese MNC Company, Gr. Noida","['Excel', 'Communication', 'TypeScript']"
60516001070,Urgent Requirement for Data Entry,"['Data Entry', 'Computer Vision']"
20316000342,Senior Associate/associate - M&A Advisory - CA Firm,['Computer Vision']
50516003093,Hiring for **customer Service** Inbound,"['Customer Service', 'Customer Support', 'BPO', 'KPO', 'Call Center', 'Operations']"
240116000591,Gurgaon-it Specialist- Routine Technology Support (2-4yrs)- MNC,"['Customer Service', 'Computer Vision']"
50516004640,Digital Marketing and Business Development.,['Communication']
50316001212,Asset Configuration & Lifecycle Management-it Asset Management,['Excel']
50516003593,Academic Counselor - Gurgaon,[]
50516003105,Weekends / Freelancing / Second Income JOBS CALL ME - 8095955282,['Internet']
260316000766,Bank Reconciliation/sal 25k/night Allowances/24*7 Shifts/gurgaon,['BPO']
50516900819,Faculty Positions - Beauty & Wellness,['Computer Vision']
50516004765,Android Developer,"['Java', 'Internet', 'C']"
60516002071,Work from Home Opportunity for Male Female Fresher Cl Kirti 8800937788,"['Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations', 'English', 'Hindi']"
50516002368,Sales Executive,[]
80416002459,Opening of Software Engineer .net(support) for CMMI Level 5 Company.,"['C', 'SQL']"
180416005826,Content Writer,"['Internet', 'English', 'Communication']"
60516000964,Site Engineer,[]
280216000989,"Simulation Engineer - Matlab, NS2, NS3, Omnet++, Labview",['Communication']
60516001317,Vodafone Call Center Only 12th Pass Fresher Candidate Apply9999787757,"['Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations']"
50516007907,Matlab Expert Needed,"['Internet', 'English']"
60516001900,HR Executive / Sr. Executive / Team Lead - Recruitment || IP Extention,"['Internet', 'Communication']"
50516006582,Opening for Asst Marketing Manager-printer Manufacturer-gurgaon-3-8yrs,[]
50516901439,Analyst,"['R', 'Basic Computer Knowledge', 'Customer Service', 'BPO', 'KPO', 'Operations', 'Communication']"
140416003858,Projects (corporate Interior),[]
300316007096,Sr. Loss & Prevention Executive,[]
50516005024,Content Writter,['English']
50516007818,Relationship Manager in Leading BANK,['Computer Vision']
50516007946,Business Analyst-marketing Executive for an IT Company-delhi Location,['Communication']
60516001918,TL- PPC I Walk In Interview (6th -13th May) I Gurgaon,"['Excel', 'Internet']"
60516000161,Sr. Finance Executive - CA Inter - Gurgaon,[]
150116003444,Regional Sales Manager Required - Modern Trade - Bangalore & Delhi,['Computer Vision']
60516000165,"Team Leader, Certified Financial Planner (cfp)","['Excel', 'English']"
50516003394,Guest Service Associate,['Operations']
60516000653,Deputy General Manager Sales,['R']
141115001746,Shift Manager/assistant Restaurant - Qsr/lounge - Airport - T1 & T3,[]
260416006871,Auditor CA Delhi and Angul with Industrial pre Exposure,[]
290316000193,Equtiy Advisor Kotak Securities Ltd,[]
50516005577,Content Writer - Online Travel,[]
60516000851,Finance Manager,[]
120416007993,Sr. Manager Planning - Metro/bridge,[]
50516901520,Specialist,"['Java', 'R', 'SQL', 'php']"
50516006227,Vacancy for Hindi and English Telecaller/call Centre/bpo,"['Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations', 'English', 'Hindi']"
60516000078,Customer Care Associate,"['C', 'Typing', 'Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations', 'English', 'Communication', 'Computer Vision']"
50516002697,Analyst - WFM,"['Excel', 'MS Word', 'Customer Service', 'BPO', 'Call Center', 'Operations', 'Communication']"
50516903381,Assistant Vice-president - Developer - Markit Central,"['Java', 'CSS', 'Angular', 'SQL', 'Oracle', 'Jenkins', 'Communication', 'React', 'JavaScript']"
40516901658,Network Design Advisor- IC&C,"['Network Security', 'Customer Service', 'Communication']"
50516002518,Sales & Relationship Officer - Premium Credit Card Sales,"['Excel', 'MS Word', 'PowerPoint', 'Communication', 'C']"
50516005684,Web Designer/developer,"['JavaScript', 'R', 'CSS', 'AWS', 'Git', 'Internet', 'Operations', 'Communication', 'php', 'GCP', 'Express.js', 'HTML']"
50516005100,SME Information Security,"['Network Security', 'Ethical Hacking', 'Penetration Testing', 'Customer Service', 'Operations', 'Communication']"
10416003570,Senior Manager Sales- Realty Plus,"['Internet', 'Communication']"
50516903450,Manager-trans Quality,"['Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations', 'Communication']"
290914001855,Office Assistant only Females (contact Sangeeta - 9953259088),"['Internet', 'Communication']"
50516002911,Medical Officer,['R']
50516007944,Accountant & Computer Operator,"['Excel', 'Internet', 'English']"
220316001552,Assistant Manager - Sourcing & Merchandising,"['English', 'Communication']"
40516901750,Lead-trans Quality,"['Excel', 'Customer Service', 'BPO', 'KPO', 'Operations', 'Communication', 'Data Analysis']"
